nama_rumah,alamat,harga,deskripsi,Tayang Sejak,Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Sertifikat,Kondisi,Kelengkapan,Jumlah Lantai,Menghadap,Daya Listrik,Parkir,AC,Kitchen Set,Alat Dapur,Water Heater,Air Sumur Bor,Balkon,One Gate,Pengamanan,Air PAM,Kolam Renang,K. Pembantu,Tayang Sejak1,Luas Tanah1,Luas Bangunan1,Kamar Tidur1,Kamar Mandi1,Sertifikat1,Kondisi1,Kelengkapan1,Jumlah Lantai1,Menghadap1,Parkir1,Kolam Renang1,AC1,One Gate1,Pengamanan1,Wilayah,url
Rumah Baru Harga 299 JT Bersebelahan dengan Gading Serpong Tangerang," Legok Tangerang Regency Banten 15820, Tangerang Kab",299.000.000,"Deskripsi dan SpesifikasiKota Baru kota Mandiri Park Serpong yang berlokasi bersebelahan dengan Gading Serpong Tangerang 💫Park Serpong💫Merupakan kawasan perumahan modern berlokasi di Legok Tangerang yang di kembangkan oleh developer ternama by Lippo Karawaci Tangerang tbk (Lippo Homes).Dengan lahan yang cukup luas sekitar 400Ha, Park Serpong saat ini menjadi Primadona bagi konsumen karena lokasi yang stratergis nempel dengan Gading Serpong,dengan mengusung konsep kota mandiri.Setiap unit rumah dilengkapi dengan Smart Home System dan Smart Lockdoor agar penghuni bisa memantau keadaan rumah dimana saja.Seperti project lippo homes sebelumnya salah satunya Cendana homes series, Park Serpong juga memiliki beberapa pilihan type unit dengan harga Perdana 299JT untuk Type XYZ dan Harga Perdana 700JT untuk Type Cendana Livin.💫 Fitur Unggulan untuk Menunjang Gaya Hidup Sehat 💫-Internet cepat-Penerangan dengan jaringan bawah tanah-Row jalan yang lebar-Akses yang mudah-Taman bermain anak-Taman kota dan hutan kota-One gate system untuk setiap cluster-Area komersial seperti pertokoan dan minimarket-Dikelilingi berbagai fasilitas penunjang seperti sekolah, rumah sakit dan perkantoran.💫Aksesibility💫10 Menit ke Summarecon Mall Serpong15 Menit ke QBIG BSD City20 Menit ke AEON Mall BSD City10 menit ke exit Tol ",3 minggu yang lalu,28 m2,29 m2,1,1,SHM - Sertifikat Hak Milik,Baru,Semi Furnished,1,-,1300 VA,- ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/409674-rumah-baru-harga-299-jt-bersebelahan-dengan-gading-serpong-tangerang
Runah Mewah Pinggir Jalan dekat Stasiun KRL," Jl. Tenjo Raya Kab. Bogor, Tangerang Kab",125.000.000,"Deskripsi dan SpesifikasiRumah type 36/60 m²Harga cash 125 jtFree Canopy carportFree Air Sumur Bor Free Pemasangan ListrikLokasi Hunian Asri, Adem dan suasana angin enak bangatt.. - Dekat Stasiun Cilejit- Dekat Sarana Pendidikan- Dekat Minimarket- Dekat Pasar ModernSegera Miliki unitnya 🥰Hubungi : 085703682985 (Vikri) ",3 minggu yang lalu,60 m2,36 m2,2,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,Utara,1300 VA,1 mobil ,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/409568-runah-mewah-pinggir-jalan-dekat-stasiun-krl
"Perumahan Cluster Panorama Sepatan Timur Type 36/60, Over Kredit"," Sepatan Timur Tangerang, Tangerang Kab",90.000.000,"Deskripsi dan SpesifikasiDi jual ; Perumahan cluster panorama Sepatan Lokasi ; Sepatan timur Tangerang 👉 Type 36 / 60 2 kamar tidur 👉 Luas tanah 60 meter 👉 Angsuran baru jalan 5 bulan 👉 Dari KPR 20 tahun 👉 Cicilan per bulan 2 , 8 juta 👉 Angsuran komersil 👉 Akses jalan bisa masuk mobil 👉 Hanya 25 menit ke bandara Soekarno HattaHarga Over kredit 90 juta nego tipis Pembayaran cash tidak bisa di cicil 🤭🤭Minat serius segera hubungi ; Telpon / WhatsApp 0812 8856 84980857 7671 4548",3 minggu yang lalu,60 m2,36 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Semi Furnished,1,Selatan,1300 VA,1 mobil ,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/311628-perumahan-cluster-panorama-sepatan-timur-type-36-60-over-kredit
Rumah Over Kredit Grand Vilage Sepatan Type 27/60," Sepatan Tangerang, Tangerang Kab",180.000.000,Deskripsi dan SpesifikasiDi jual ; Rumah over kredit Perumahan grand vilage Sepatan Lokasi ; Sepatan Tangerang ✔ Luas tanah 60 meter ✔ 2 kamar tidur ✔ Angsuran sudah jalan 5 tahun ✔ Dari kpr 20 tahun ✔ Cicilan per bulan 900 ribu An ✔ Rumah nya sudah full di renovasi ✔ Hanya 5 menit ke pasar Sepatan Tangerang Harga over kredit ; 180 juta nego tipisMinat serius segera hub ; Telpon / WhatsApp 0813 1633 84190857 7671 4548,3 minggu yang lalu,60 m2,27 m2,2,1,HGB - Hak Guna Bangunan,Bekas,Kosongan,1,Utara,1300 VA,1 mobil ,,,,,,,,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/185950-rumah-over-kredit-grand-vilage-sepatan-type-27-60
Rumah 3 Lantai di Panongan Tangerang Surat AJB Lokasi Strategis," Panongan Tangerang, Tangerang Kab",1.200.000.000,"Deskripsi dan SpesifikasiDi jual : Rumah 3 lantai Di jual : Rumah 3 lantai Lokasi : serdang kulon kacamatan panongan Tangerang 👉 luas tanah 115 meter 👉 surat AJB ( akta jual beli ) 👉 air sanyo sumur bor 👉 akses jalan bisa masuk mobil truk fuso 👉 lokasi di pinggir jalan raya gede serdang kulon kecamatan Panongan Tangerang Harga cash 1, 2 miliyar nego tipis Pembayaran cash tidak bisa di cicil / di kpr tidak bisa ya 😅😅🫢🫢Minat serius segera hubungi whatsapp. : 0857 7671 4548",3 minggu yang lalu,115 m2,230 m2,3,2,HGB - Hak Guna Bangunan,Bekas,Semi Furnished,3,Utara,1300 VA,1 mobil ,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/370792-rumah-3-lantai-di-panongan-tangerang-surat-ajb-lokasi-strategis
Hunian 2 Lantai Lokasi Pinggir Jalan Raya dengan Fasilitas Lengkap," Jalan Raya Mauk Km16, Pondok Jaya Sepatan, Tangerang Kab",818.000.000,"Deskripsi dan SpesifikasiBali Resort TangerangJl.Raya sepatan sepatan tangerangRumah mewah gaya baliTersedia Cara Pembayaran DP 0% ; Cukup bayar Booking Fee rp.5Juta sudah punya rumah ! Tersedía Haus Type 70/55 802 JT an ( 3KT/ 3KM ) Type 80/60 907 JT an ( 3KT / 3KM ) Type 101/66 1M ( 3KT / 3KM 1 Ruang kosong Di lantai 3 ) Ditambah GRATIS ( promo Januari’23 ) :• BPHTB• AJB• Canopy• Smart DoorLock• Water HeaterAyo kunjungi rumah contoh di lokasi !Untuk keterangan lebih lengkap : Price List, Simulasi Angsuran KPR dan Promo bulan ini, segera hubungi MarketingWa.me/6285925382931",3 minggu yang lalu,50 m2,70 m2,3,3,HGB - Hak Guna Bangunan,Baru,Kosongan,2,Utara,1300 VA,1 mobil ,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/334782-hunian-2-lantai-lokasi-pinggir-jalan-raya-dengan-fasilitas-lengkap
"Dijual Rumah Siap Huni tanpa Uang Muka dekat Bandara,angsuran 1,9juta"," Jalan Gatot Subroto, Tanah Merah , Sepatan, Tangerang Kab",297.000.000,"Deskripsi dan SpesifikasiCLUSTER TANAMERA RESIDANCE HUNIAN MODERN BAGI KAUM MILENIAL SEBAGAI ICON PERUMAHAN DI SEPATANLOKASI Jl. Raya Gatot Subroto Tanah Merah Sepatan JAMINAN INVESTASIHunian dengan nilai investasi yang selalu tumbuh setiap tahunTersedia Type 30/60 .33/66.36/72( 2 Kamar Tidur / 1 Kamar mandi ) Harga Mulai 280 JTanAKSESDekat Bandara Internasional Soekarno HattaDekat TOL Bandara Internasional Soekarno HattaDekat Pusat Kesehatan – RS Hermina Kutabumi Dekat Sarana PendidikanDekat Pasar Modern dan TradisionalDekat Station Kereta Api FASILITAS :• One Gate / Satu Akses masuk• Keamanan 24 jam • Taman bermain anak-anak • Listrik 2200 wattsPROMO Bulan Juni 2023 -BOKING 3JT- Tanpa DP - Free By BPHTB, AJB & NOTARIS - Free Canopy Unit READY Ayo segera hubungi Marketing kami sebelum unit kehabisan Bungo pro",3 minggu yang lalu,60 m2,30 m2,2,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,Timur,1300 VA,1 mobil ,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/375373-dijual-rumah-siap-huni-tanpa-uang-muka-dekat-bandara-free-canopy
Rumah Cantik Mozart Gading Serpong," Mozart, Tangerang Kab",4.600.000.000,"Deskripsi dan Spesifikasi- Full furnished design interior cantik- bangunan standart developer, phase 2- ada sport club- tidak banjir- Lagi Butuh Uang",3 minggu yang lalu,153 m2,163 m2,3,2,"Lainnya (PPJB, Girik, Adat, dll.)",Bekas,Full Furnished,2,Selatan,3500 VA,1 mobil ,1,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/390951-rumah-cantik-mozart-gading-serpong
Rumah 2 Lantai Siap Huni Lokasi Strategis BSD City," Kp. Pagedangan Cicalengka, Tangerang Kab",600.000.000,"Deskripsi dan Spesifikasi🏡🌳 RUMAH IDAMAN DI LOKASI STRATEGIS DEKAT BSD! 🌳🏡Selamat datang di hunian impian Anda di sebelah Vanya Park, BSD! Satu-satunya kesempatan untuk memiliki rumah cantik di lingkungan yang nyaman dan prestisius! Sambut hari-hari bahagia Anda di rumah ini dengan spesifikasi menarik:📐 Luas Tanah: 80m²🏠 Luas Bangunan: 160m²🛏️ Kamar Tidur: 4🚽 Kamar Mandi: 2🕌 Ruang Sholat: Hadir, untuk kenyamanan spiritual Anda🚗 Garasi: Untuk melindungi kendaraan Anda dari cuaca💡 Listrik: 1300 Watt📜 Surat: AJB (Akta Jual Beli)💰 HARGA: Rp 600 Juta (Nego)🌳🏙️ LOKASI STRATEGIS DI DEKAT BSD 🏙️🌳Keunggulan rumah ini adalah lokasinya yang sangat strategis. Terletak di samping Vanya Park, Anda akan menikmati lingkungan yang tenang, hijau, dan asri dengan fasilitas modern hanya beberapa langkah dari pintu depan Anda.🏞️ Nikmati keindahan taman hijau Vanya Park yang menenangkan🏢 Akses mudah menuju pusat bisnis BSD, perkantoran, dan pusat perbelanjaan🛣️ Terhubung dengan akses tol dan jalan utama, memudahkan mobilitas Anda🏫 Dekat dengan sekolah, universitas, dan fasilitas pendidikan berkualitas🏥 Fasilitas kesehatan terdekat untuk kenyamanan dan keamanan keluarga Anda🌟 JANGAN LEWATKAN KESMPATAN LANGKA INI! 🌟Rumah dengan spesifikasi dan lokasi sebaik ini akan segera menjadi incaran banyak orang. Segera hubungi kami untuk mendapatkan informasi lebih lanjut dan jadwalkan kunjungan ke rumah impian Anda sekarang!📞 Hubungi: 0881 8878 158Jangan tunda lagi, kesempatan emas ini tidak akan berlangsung lama. Dapatkan hunian idaman Anda di sebelah Vanya Park, BSD, sekarang juga! 💫",3 minggu yang lalu,80 m2,160 m2,4,2,SHM - Sertifikat Hak Milik,Bekas,Kosongan,2,-,1300 VA,1 mobil ,,,,,1,1,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/387717-rumah-2-lantai-siap-huni-lokasi-strategis-bsd-city
Dijual Cepat Rumah Mewah Lokasi Strategis Tangerang," Jl. Sindang Jaya Tangerang, Tangerang Kab",2.020.000.000,"Deskripsi dan SpesifikasiDIJUAL CEPAT RUMAH MEWAH DI SINDANG JAYA CIKUPA TANGERANG CLUSTER RUMAH BARU Lokasi Jalan depan rumah sangat luas bisa dilewati 2 mobil Luas Bangunan 63 m² (Rumah Tipe 3 lantai) Luas Tanah 150 m² Kamar Tidur : 4+1 Kamar Mandi : 3+1 Dapur Tersedia Ruang Tamu Carport 2 mobil Harga Rp 2.020.000.000 Status Sertifikat ; SHM Selling Point : - Developer swan city didirikan dengan visi untuk menjadi pemimpin berskala dunia dalam perencanaan daerah dan pengembangan kota baru (Lengkap dengan Fasilitas) - Happy walk, club house,park&lake, Pendidikan - Area bebas banjir - Harga rumah Di lavon sangat bersaing (nilai jual tiap tahun selalu naik) - Potensi kenaikan harga properti per tahunnya (return of investment) 10 persen",3 minggu yang lalu,63 m2,150 m2,5,4,SHM - Sertifikat Hak Milik,Baru,Kosongan,3,-,,2 mobil ,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/272378-dijual-cepat-rumah-mewah-lokasi-strategis-tangerang
Rumah Syariah 2 Lantai dekat Bandara Soekarno Hatta," Rajegmulia Rajeg Tangerang, Tangerang Kab",555.000.000,Deskripsi dan SpesifikasiCluster Mewah Tangerang dekat bandara soetta*🏡Manshurin Sukabaru*Rajeg-Kabupaten TangerangPilihan istimewa rumah 2 lantai dengan *Konsep Syariah*🔸 Tipe 2 lantai LB 62🔹Luas Tanah 60Fasilitas:👮‍♂ One Gate System🕌 Dekat Sarana Ibadah📚 Fasilitas Umun🪅Taman Bermain Anak🎥CCTV Dalam KawasanLokasi super strategis dekat dengan banyak perumahan-perumahan. Buktikan weekend ini Bapak Ibu survey ke lokasi dan pilih yang *2 lantai* dengan harga super spesial WA saya biar kita janjian bareng di lokasi 📲 08818878158,3 minggu yang lalu,60 m2,62 m2,2,2,SHM - Sertifikat Hak Milik,Baru,Kosongan,2,-,1300 VA,1 mobil ,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/345892-rumah-syariah-2-lantai-dekat-bandara-soekarno-hatta
Rumah Full Renovasi Dasana Indah Tangerang," Jl. Binong Kelapa Dua, Tangerang Kab",1.250.000.000,"Deskripsi dan SpesifikasiRumah dijual murah di dasana indah bonang dekat alfityan SchoolRumah 2 Lantai Full RenovasiKEUNGGULAN :Berada di lokasi strategis dekat ke tol dan pusat perbelanjaan besar di tangerangRow jalan 5 meterSelangkah ke mesjid dan sekolah islam dan negeri SHM On HandType : 169/119• Luas Bangunan Full Renovasi 169m2• Luas Tanah 119 m2• Harga 1.25MDetail Lantai 1:• 1 Ruang Tamu • 2 Kamar Tidur • 2 Kamar mandi • 1 ruang makan, • 1 Dapur • Teras• Carport 1 MobilDetail Lantai 2:• 2 Kamar Tidur • 1 Kamar mandi • 1 Ruang Cuci jemur • 1 Ruang Setrika• BalkonSekolah Terdekat :• 0.2 km SDIT,SMPIT,SMA Alfityan School Tangerang• 0.3 km SD Negeri Kampung Bambu• 0.55 Km SMKN 7 Tangerang• 3 Km SD Al Azhar 41 Gading serpong• 4,7 Km Universitas Pelita Harapan Lippo karawaci• 4.6 Km SMAK Penabur gading Serpong• 5.8 Km SD, SMP,SMA Terpadu PAHOAPusat Belanja dan Rekreasi:• 1,1 Km Kolam Renang Dasana Xentre• 0.6 Km Stadion Benteng taruna kelapa dua tangerang• 4.6 Km Supermall Karawaci• 4.4 Km Sumarecon Mall serpong• 10.5 Km AEON BSD dan ICE BSDKesehatan dan Rumah Sakit• 1.5 Km RS Mitra Keluarga Gading serpong• 3.5 Km RS Bethsaida Gading serpong• 4.5 Km RS Al- Qadar Islamic village• 6.9 Km RS Siloam Lippo VillageTransportasi :• Angkutan Kota 24 jam ke cikokol tangerang• 5.3 Km Gerbang Tol Lippo karawaci• 12.8 Km Stasiun CISAUK BSD• 15.5 Km Stasiun Rawa Buntu BSDUntuk Survei silahkan hubungi Marketing Untuk Survey Lokasi",3 minggu yang lalu,119 m2,169 m2,4,3,SHM - Sertifikat Hak Milik,Bekas,Kosongan,2,-,2200 VA,1 mobil ,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/297062-rumah-full-renovasi-dasana-indah-tangerang
Rumah Mewah dekat Akses Toll dan Stasiun," Giantara Serpong City, Tangerang Kab",1.000.000.000,"Deskripsi dan Spesifikasi_*Cari Rumah 2 Lantai Di Serpong Budget 1M - 1.5M? Beli Aja di Giantara Serpong City! 🤩*_ *Rumah 2 Lantai di Serpong Dengan Buanyak Keunggulan!* 🏆 Lokasi Dengan Akses Tol Langsung!🏆 Stasiun Kereta Dalam Kawasan. 🏆 Desain Modern Millenial! Dengan Layout Terbaik! 🏆 Fasilitas Skala Township Ada Outdoor Mall, Central Park, Greenbelt! 🏆 Harga Termurah! CUMA START 1M CICILAN 6 JUTAAN! 🏆 Promo Cara Bayar All In, Cukup BF 20 Juta Free DP, Free Biaya KPR, Free BPHTB, Semua Bisa Dicicil! Lunak & Ringan!",3 minggu yang lalu,60 m2,65 m2,2,2,HGB - Hak Guna Bangunan,Baru,Kosongan,2,-,2200 VA,1 mobil ,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/396181-rumah-mewah-dekat-akses-toll-dan-stasiun
Rumah Kampung Murah Pagedangan Banten Samping Vanya Park," Cicalengka Pagedangan, Tangerang Kab",600.000.000,Deskripsi dan SpesifikasiRumah second murah di  Ds.cicalengka kec. Pagedangan tangerang (samping vanya park) LT 80mLB 160mKamar tidur 4Kamar mandi 2Ruang sholatGarasiListrik 1300Surat AJB 600jta negoCash only Hubungi:0878-8644-6210 Rahma,3 minggu yang lalu,80 m2,160 m2,4,2,"Lainnya (PPJB, Girik, Adat, dll.)",Bekas,Kosongan,2,Utara,1300 VA,2 mobil ,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/402842-rumah-kampung-murah-pagedangan-banten-samping-vanya-park
Rumah di Emerald Cove Gading Serpong," Emerald Cove, Tangerang Kab",8.000.000.000,"Deskripsi dan Spesifikasi- Rumah pembangunan setengah jadi, hitung harga tanah saja- kawasan eksklusif- tidak banjir- dekat sekolah, rumah sakit",3 minggu yang lalu,414 m2,500 m2,5,5,"Lainnya (PPJB, Girik, Adat, dll.)",Bekas,Kosongan,2,Selatan,,- ,,,,,,,,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/306415-rumah-di-emerald-cove-gading-serpong
Rumah DP 0 di Panongan Curug," Panongan Curug, Tangerang Kab",375.000.000,Deskripsi dan SpesifikasiTanpa DPBooking 5 Juta Bisa AkadAngsuran 2 JutaanLokasi Panongan CurugType 36/602 Kamar Tidur1 Kamar MandiTamanCarport0821 2447 7047,3 minggu yang lalu,60 m2,30 m2,2,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,Barat,1300 VA,1 mobil ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/372989-rumah-dp-0-di-panongan-curug
"Rumah Ready Stok DP 0,Angsuran 5 Jutaan"," Legok, Tangerang Kab",750.000.000,Deskripsi dan SpesifikasiRumah 2 Lantai Ready Stok Di Legok Tangerang-Tanpa DP-Angsuran 5 Jutaan-Free Biaya2Lokasi Nempel BSD0878 4024 3578,3 minggu yang lalu,60 m2,80 m2,3,2,SHM - Sertifikat Hak Milik,Baru,Kosongan,2,Selatan,2200 VA,1 mobil ,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/378807-rumah-ready-stok-dp-0-angsuran-5-jutaan
"Rumah Ready STOK,DP 0,CICILAN 4 Jutaan"," Ciakar, Tangerang Kab",599.000.000,Deskripsi dan Spesifikasi*GEBYAR MID YEAR SALE*DP 0Cicilan 4 JutaanDiskon besar-besaran sampai dengan 100Juta*Free Biaya KPR**Free Biaya Asuransi**Free Biaya BPHTB**Free Biaya Notaris**Free Smart door lock**Listrik Underground**Free Kanopi Selama Open House Berlangsung* Lokasi Sangat Strategis Di Samping Citra Raya Tangerang 😍*Cukup Booking fee saja 5 Juta All in Langsung Akad 😍* Info lengkap Hubungi: 082124477047,3 minggu yang lalu,60 m2,58 m2,3,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,2,Barat,1300 VA,1 mobil ,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/383519-rumah-ready-stok-dp-0-cicilan-4-jutaan
Cluster Mewah Harga Murah di Legok Tangerang by Lippo Group," Jl Raya Legok, Tangerang Kab",325.252.200,"Deskripsi dan SpesifikasiPARK SERPONG 5 JUTA ALL INCICILAN 2 JUTA Project terbaru dari LIPPO Group. Lokasi strategis, selangkah ke Gading Serpong. Total luas lahan 400 ha. Penjualan akan menggunakan sistem NUP (Nomor Urut Pembelian /Priority Pass). Saat ini ada 2 macam rumah yg dipasarkan :  XYZ X 3 BedroomY 2 BedroomZ 1 Bedroom CENDANAType 1 : 2 BedroomType 2 : 3 BedroomType 3 : 3 Bedroom Estimasi harga kurang lebih mulai dari :XYZ 400jt-anCendana 900jt-an More InfoZEGA0821 2447 7047 #rumah #rumahmurahkarawaci #rumahtangerang #rumahkarawacitangerang #rumahdijualserpong #rumahmewah #rumahmilenial #lippokarawaci #lippogroup #cendanahomes #tangerang #bsd #serpong #rumahbsd ",3 minggu yang lalu,33 m2,0 m2,1,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,Barat,1300 VA,1 mobil ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/402722-cluster-mewah-harga-murah-di-legok-tangerang-by-lippo-group
Rumah Baru Hook Cluster Verdant View The Icon Bsd Lt 247/393 Mewah," Cluster Verdant View Icon Bsd, Tangerang Kab",7.200.000.000,"Deskripsi dan SpesifikasiBangunan BARU - Mandiri Cluster Verdant View, BSDHOOK. LT 247 m² / Lb 393 m² . Dimensi 14x18. KT 4+2 / KM 4+1  (all ensuite bathroom)  . Posisi HOOk. 1 gudang. 1 dapur kotor. 1 dapur bersih. Carport 3 mobil. Hadap Utara BaratPPJB siap AJB(ready akhir Nov 2022)Spek bangunan:Fasad marmer import travertine.Lantai ruang utama marmer lokal.Kamar menggunakan parket kayu merbau.Anak tangga kayu merbau.Kamar mandi marmer lokal.Sanitary KOHLER.Whirpool (kamar utama)Harga 7,2 M nego TonnieGudang prowa.me/6281213153257Follow :https://instagram.com/listingkuuSubscribe:t.me/Listingkuu",4 minggu yang lalu,247 m2,393 m2,4,4,"Lainnya (PPJB, Girik, Adat, dll.)",Baru,Kosongan,2,-,5500 VA,2 mobil ,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/341860-rumah-baru-hook-cluster-verdant-view-the-icon-bsd-lt-247-393-mewah
Dijualcepat Rumah 2 Lantai Kelapa Dua Raya Lt 180/225," Kelapa Dua Raya, Tangerang Kab",1.900.000.000,"Deskripsi dan SpesifikasiDIJUALCEPAT RUMAH 2 LANTAI KELAPA DUA RAYA LT 180/225  . LT 180 m2 / LB 225 m2. 2 lantai. KT 5 / KM 2. Carport 1. Pln 2200. Air jetpump. Hadap UTARA. R kel, R tamu, gudang . Row lebar 8 m. Surat SHGB Hanya 1,9 M gak pake mahal Lgs hub ownervia tonnie 08121315 3257  .",4 minggu yang lalu,180 m2,220 m2,5,2,HGB - Hak Guna Bangunan,Bekas,Kosongan,2,Utara,2200 VA,1 mobil ,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/261491-dijualcepat-rumah-2-lantai-kelapa-dua-raya-lt-180-225
Dijual Rumah Baru di Royal Batavia Pasar Kemis Tangerang," Royal Batavia Cluster Blossom Jl. Raya Cadas Kukun, Kel. Pangadegan, Kec. Pasar Kemis, Kab. Tangerang, Banten 15560, Tangerang Kab",700.000.000,"Deskripsi dan SpesifikasiDijual Rumah Baru 2 Lantai (Free Biaya Surat2) di Royal Batavia Pasar Kemis Tangerang Dekat Bandara Soekarno Hatta, Dekat Jakarta Barat, Dekat Tol Jakarta Merak, Dekat Gerbang Tol Cikupa, Dekat RS Primaya Pasar Kemis Tangerang, Dekat Pasar Kutabumi, Dekat CitiPlaza Kutabumi. Hunian Baru Royal Batavia Cluster Blossom Pasar Kemis Tangerang, By Developer Terpercaya Jaya Group Harga Jual Rp.700.000.000 (Stok Terbatas + Free Biaya Surat2)Untuk survei lokasi silahkan hubungi Bayu Seno Telp/WA: 081286416737Marketing Resmi Developer Jaya GroupSpesifikasi Bahan Bangunan:- Bata Merah Dobel Dinding- Pondasi Paku BumiLokasi Sangat Strategis:- Dekat Bandara Soekarno Hatta- Dekat Jakarta Barat- Dekat Tol Jakarta Merak - Dekat Gerbang Tol Cikupa- Dekat RS Primaya Pasar Kemis Tangerang (15 menit)- Debat RS Sari Asih Sangiang Tangerang (17 menit)- Dekat Pasar Kutabumi Pasar Kemis Tangerang (9 menit)- Dekat CitiPlaza Kutabumi Pasar Kemis Tangerang (13 menit)- Dekat Pasar Kemis Tangerang (15 menit)- Dekat Sekolah dan Lain-LainSpesifikasi Rumah:- Harga Rumah: Rp.700.000.000 (Stok Terbatas + Free Biaya Surat2)- Sertifikat Rumah: SHM (Sertifikat Hak Milik)- Luas Bangunan: 55 m2- Luas Tanah: 60 m2- Kamar Tidur: 2 kamar- Kamar Mandi: 2- Carport Mobil: 2 Mobil- Sumber Air: PAM- Daya Listrik: 2.200 Watt- Jumlah Lantai: 2 Lantai - Alamat Lokasi Rumah: Royal Batavia Cluster Blossom Jl. Raya Cadas - Kukun, Kel. Pangadegan, Kec. Pasar Kemis, Kab. Tangerang, Banten 15560",4 minggu yang lalu,60 m2,55 m2,2,2,SHM - Sertifikat Hak Milik,Baru,Kosongan,2,-,2200 VA,2 mobil ,,,,,,,,,1,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/408734-dijual-rumah-baru-di-royal-batavia-pasar-kemis-tangerang
